Publication,First Name,Last Name,Constituency,Caucus,Province,Date,Time,Page,Text,,,,,,,,,,,
Hansard - 339,Doug,Shipley,Barrie-Springwater-Oro-Medonte,CPC,ON,2024-09-19,10:56:33,25571,"Mr. Doug Shipley (Barrie-Springwater-Oro-Medonte, CPC): (1055)[English] Mr. Speaker, I just listened, for 20 minutes, to the member opposite talking about the job the Liberals have done over nine years on the housing file in Canada.I represent Barrie-Springwater-Oro-Medonte and there are housing encampments all over our riding now. Nine years ago, these did not exist. Just this week, I read in Barrie Today, there was another fire at a homeless encampment at Milligan's Pond.Please, can the member opposite not admit that over nine years, things have become much worse in Canada, and homelessness is a serious issue now that did not exist nine years ago?",,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,10:57:22,25572,"Mr. Kevin Lamoureux: (1055)[English]Mr. Speaker, first of all, it is not fair to say homelessness did not exist nine years ago. Homelessness has been around ever since I was first elected back in 1988. The severity and the complexities, dealing with homelessness as the country has grown, have become fairly extensive. It is one of the reasons, in the number of years we have been in government, that we have more than doubled the supports to deal with homelessness. We continue to recognize that the best way to deal with it is with a united front, by working with municipalities, provinces and non-profit groups in order to minimize homelessness; that is absolutely critically important. We deal with it on a daily basis when working with others, in order to deal with it appropriately.",,,,,,,,,,,
Hansard - 339,Andréanne,Larouche,Shefford,BQ,QC,2024-09-19,10:58:22,25572,"Ms. Andréanne Larouche (Shefford, BQ): (1055)[Translation]Mr. Speaker, I would like to thank my always eloquent colleague for her speech on a topic that is of the utmost importance in the riding of Shefford, for two reasons. I am talking about housing. Granby has one of the lowest vacancy rates of all cities. That is the reality. The city took steps to address that. Now it needs help from the federal government. The problem affects seniors in particular. I was proud to stand beside my colleague from Longueuil-Saint-Hubert last year when he unveiled the Bloc Québécois's 12 proposed solutions for fixing the housing crisis. He went on an amazing tour last summer that included a stop in Granby. We suggested 12 compelling solutions, including one that I think would really help, which is to review the budget for the Reaching Home program. Granby has a homelessness problem too, but it is not considered a designated community. Community groups in my riding believe it is crucial that this be changed. More money needs to be earmarked for cities like Granby that are grappling with homelessness for the first time. I would like to hear what my colleague has to say about this. Did he take the time to read the report and the 12 proposals drafted by my colleague from Longueuil-Saint-Hubert? What about the Reaching Home program? Granby deserves its share of the budget.",,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,10:59:46,25572,"Mr. Kevin Lamoureux: (1055)[English]Mr. Speaker, I suspect there are many communities, like Granby, that have all sorts of ideas to deal with these issues. It is not just high-density urban centres that are having issues with homelessness and housing for seniors. Many seniors want to live in the communities where they grew up. The demand for non-profit, low-income and fixed-income housing for seniors is there and it is very real.There are critical things we can do by working with provinces. They play a critical role in non-profit housing, especially the expansion of housing for seniors. There are also some things we can do, including housing co-ops. There is so much more we can do with housing co-ops. We should be looking at policy initiatives to support and encourage them, and provide a certain level of education because a lot of people do not truly understand the benefits of housing co-ops. I do think that is a strong and viable option, in particular for seniors and low-income people on fixed income.",,,,,,,,,,,
Hansard - 339,Richard,Cannings,South Okanagan-West Kootenay,NDP,BC,2024-09-19,11:01:14,25572,"Mr. Richard Cannings (South Okanagan-West Kootenay, NDP): (1100)[English]Mr. Speaker, I represent South Okanagan-West Kootenay. I have always said that it is the most beautiful riding in this country and, because of that, people want to live there, and so housing prices are very high. However, average incomes are on the low side, because people work more in the service and agricultural sectors, and so we have kind of big urban housing prices and rural wages. I go to the city planners in my hometown of Penticton and ask what we are doing about increasing the housing market. The Conservatives are saying to just build more houses. The city planners say,  We are building more homes every day in Penticton than we have ever built before in history.   Yet every day we have fewer affordable homes, because the new homes that are being built are being snapped up by investors rather than by people who need them. The people who need them cannot afford them, and the investors are keeping those prices up. As the member just mentioned, we need more co-ops, more affordable homes that are built specifically for the people who need them, and yet this government is doing precious little to actually fill that need. This is where we have to be concentrating our efforts over the coming years: building affordable homes like we did after the Second World War when we built millions of homes that people could afford. I live in one of them right now. What is this government doing to build affordable homes? ",,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,11:02:56,25572,"Mr. Kevin Lamoureux: (1100)[English] Mr. Speaker, first off, we have a beautiful country in Canada. I appreciate the member's comments about his own riding, but there is something to be said when flying into Winnipeg and seeing these vast prairies full of food, the grain fields and canola fields, and there is a great deal of beauty. Canada is so rich in its diversity. There is a lot of non-profit housing out there, from different agencies. I was over at 800 Burrows at St. Mary The Protectress Villa, a seniors' complex, non-profit organization, which was celebrating 35 years with a mortgage burning. It was a wonderful event. I raise this only to underline that this building existed because governments, plural, got behind it and supported it. I think that the potential is real, it is tangible, but we have to have partners. The federal government has made it very clear that it is looking to expand in whatever way it can, and it is looking for partners. I think our actions speak louder than words. We have provided significant finances, and we have provided opportunities for those partners to be engaged. We will continue to do so. We want to ensure that we have a housing program that all of us can take pride in. ",,,,,,,,,,,
Hansard - 339,Ken,McDonald,Avalon,Lib.,NL,2024-09-19,11:05:03,25572,"Mr. Ken McDonald (Avalon, Lib.): (1105)[English]Mr. Speaker, I want to give the member for Winnipeg North a chance to once again highlight what this government has done for housing in comparison to the previous government. ",,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,11:05:23,25573,"Mr. Kevin Lamoureux: (1105)[English]Mr. Speaker, I will just focus on the leader of the official opposition who was in the previous Conservative government and, in fact, was minister of housing. While he was minister of housing, he was very successful in building six houses in a country of 30-plus million people. To contrast that to what we have done, we are talking six-digit figures of renovating and building homes, and the numbers continue. We have a very ambitious plan. In fact, if the Conservative Harper regime had had a plan half the size of our plan, the issues we are having today would be nowhere near as severe.",,,,,,,,,,,
Hansard - 339,Louise,Chabot,Thérèse-De Blainville,BQ,QC,2024-09-19,11:06:23,25573,"Ms. Louise Chabot (Thérèse-De Blainville, BQ): (1105)[Translation]Mr. Speaker, I will begin by saying that I will be sharing my time with my fantastic, esteemed colleague from Pierre-Boucher-Les Patriotes-Verchères. I have had the pleasure and honour of sitting on the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities since 2019. Why is my Conservative colleague, who sits on the same committee, bringing up a motion now that was adopted by the committee on October 16, 2023? There may be several reasons. I should be in committee right now for an important study on the benefits of unionization, but instead I am here, discussing the merits of this motion that was passed by the committee in 2023. I would remind members that the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities recognizes that  Canada is in a housing crisis that requires urgent action by the federal government to end homelessness, and that this motion be reported to the House . Let me recap the context in which this motion was unanimously adopted. Following its late summer caucus retreat, the current government said it would be prioritizing the housing issue. It did not clarify what concrete measures it would take, however. At the same time, the current housing minister stated that there was a housing crisis. Our committee was acknowledging the minister's own words about the fact that there was indeed a housing crisis. We did not just dream this up. Since then, the committee has had multiple studies on the national housing strategy. One of those studies, a very important one, dealt with the financialization of housing. We are finalizing the report for another, which highlights the disengagement of the two parties that have formed government since 2006, namely the Liberal Party and the Conservative Party, as well as the repercussions this disengagement has had on Quebec and the provinces, as the minister himself recognized. These are major, important studies. What we have trouble understanding is why the need for urgent action on housing is not informing the federal government's policy-making in this area.I would like to say a few words about homelessness because, clearly, this issue really relates to homelessness. The Office of the Parliamentary Budget Officer released a very informative report in May 2024 that provided an update on federal spending to address homelessness. The report summarized the impact of the national housing strategy on homelessness. This 10-year strategy, from 2018-19 to 2027-28, aims to reduce chronic homelessness by 50%. In his report, the Parliamentary Budget Officer said the following: We estimate that interventions funded by Reaching Home are reducing the point-in time count of homeless persons by about 6,000 individuals (15%), relative to what the count would have been without those interventions.The situation in Quebec alone is unprecedented, with roughly 10,000 people experiencing homelessness. The Parliamentary Budget Officer goes on to say:  We estimate that achieving a 50% reduction in chronic homelessness would require an additional $3.5 billion per year, approximately a 7-fold increase in funding over the National Housing Strategy average.(1110) These are serious warnings. Does the current government have any idea how bad the current impasse is or how it is depriving entire families and individuals who live alone of the most important thing in life, the right to a home? The answer is no. I said earlier that homelessness is on the rise in Quebec. My colleague from Shefford just spoke about the urgent need to take action in these regions to meet these needs. All of my colleagues here today could talk about extremely low vacancy rates in every region and the rising rates of homelessness. Today's debate is important because, if the government wants to set priorities, if it wants good press, it needs to recognize the role it could be playing in dealing with these issues. My colleague from Longueuil-Saint-Hubert toured all the regions of Quebec to shine a light on these issues. He even took it up again this year. The Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities has been hearing from groups of witnesses. The government appointed a federal housing advocate, who recently came to tell us about her shocking reports on the issue of tent cities and the financialization of housing. To deal with the current housing crisis, my colleague and the Bloc Québécois now have 12 measures that I could read out or let my colleague present. However, one of them applies everywhere, and it is our suggestion to prioritize the construction of social housing managed by non-profit housing groups, social housing that truly meets people's needs. Most witnesses, including the federal housing advocate, said that we need to increase the percentage of social housing by 20%. There is a difference between social housing and affordable housing. The housing crisis will not be solved purely through supply and demand by creating more housing units that are supposely affordable. In my riding, Thérèse-De Blainville, an affordable one- or two-bedroom home costs $2,000. For a single-parent family, for a single mother, for low-income individuals, that is not affordable. That is why we need social housing. We need to increase the stock of social housing by 20% to 30%. That applies everywhere. In conclusion, the Liberal government has re-committed to investing in the national housing strategy. However, this strategy is already a failure because the government is not meeting people's real needs. It has invested $82 billion, but if we look at the construction of housing units that really meet the needs of the low-income individuals who need them the most, the impact is minimal. The government needs to change course, focus on tackling the homelessness crisis, and focus on increasing social housing managed by non-profit organizations and housing co-operatives.",,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,11:15:40,25574,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.): (1115)[English] Mr. Speaker, I assume the member is talking about fully subsidized social housing, which is, in essence, supported by the federal and provincial governments. Usually, it is the provincial government that plays the lead role. Does the member have any indication from the Province of Quebec of its intent, in the short term or even the long term, with respect to the development of social housing, and if it has approached the federal government to contribute more directly to a social housing project where, let us say, a tenant would only have to pay 30% of their income?",,,,,,,,,,,
Hansard - 339,Louise,Chabot,Thérèse-De Blainville,BQ,QC,2024-09-19,11:16:19,25574,"Ms. Louise Chabot: (1115)[Translation]Mr. Speaker, I would return the question to him. He is completely right that Quebec is in charge of housing. As far as federal agreements are concerned, the federal government plays a supporting role, but it cannot go over Quebec's head.What I am saying is that social and community housing are not the federal government's priority right now. Of the hundreds of programs that it put in place under the national housing strategy, only one worked really well, and that is the rapid housing initiative, or RHI, a rapid housing creation program under which community and housing organizations can apply for subsidies. That is what it should focus on. We have proposed all kinds of solutions. The CMHC's current strategy focuses on affordable housing. However, affordability is not clearly defined, since the definition varies from one program to another. We need to review that definition. Affordability should mean no more than 30% of an individual's income, not the median income of a community.",,,,,,,,,,,
Hansard - 339,Dominique,Vien,Bellechasse-Les Etchemins-Lévis,CPC,QC,2024-09-19,11:17:35,25574,"Mrs. Dominique Vien (Bellechasse-Les Etchemins-Lévis, CPC): (1115)[Translation]Mr. Speaker, the Bloc Québécois regularly says that it listens to the Government of Quebec. It says that it listens to the Government of Quebec and its demands regarding federal files.We know that the Liberal government has been piling up failure after failure over the past nine years, which is causing a lot of dissatisfaction. An hon. member: Oh, oh!Mrs. Dominique Vien: I am getting to-",,,,,,,,,,,
Hansard - 339,Jean-Denis,Garon,Mirabel,BQ,QC,2024-09-19,11:18:07,25574,"Mr. Jean-Denis Garon: (1115)[Translation]Mr. Speaker, I rise on a point of order.I would like to check that the member's comments are relevant to the matter at hand, which is homelessness and housing.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:18:16,25574,The Deputy Speaker: (1115)[Translation]I think the member is getting to that.The hon. member for Bellechasse-Les Etchemins-Lévis.,,,,,,,,,,,
Hansard - 339,Dominique,Vien,Bellechasse-Les Etchemins-Lévis,CPC,QC,2024-09-19,11:18:20,25574,"Mrs. Dominique Vien: (1115)[Translation]Mr. Speaker, the Liberal government keeps piling up failure after failure, especially on housing.The Government of Quebec made its wishes very clear this morning. It wants the Bloc Québécois to support the confidence motion the Conservatives will be moving next week. Will the Bloc members listen to the Government of Quebec and vote with us, yes or no?",,,,,,,,,,,
Hansard - 339,Louise,Chabot,Thérèse-De Blainville,BQ,QC,2024-09-19,11:18:46,25574,"Ms. Louise Chabot: (1115)[Translation]Mr. Speaker, I thank my colleague for her question.",,,,,,,,,,,
Hansard - 339,Alexandre,Boulerice,Rosemont-La Petite-Patrie,NDP,QC,2024-09-19,11:18:56,25574,"Mr. Alexandre Boulerice (Rosemont-La Petite-Patrie, NDP): (1115)[Translation]Mr. Speaker, I thank my colleague for her speech. I also appreciate the brevity of her answer just now. I do have a question for her, though, because the Liberals suddenly have a new-found passion for co-op housing. They displayed a glimmer of interest in more housing co-ops six months ago in April 2024, but, since 2017-",,,,,,,,,,,
Hansard - 339,Nathalie,Sinclair-Desgagné,Terrebonne,BQ,QC,2024-09-19,11:19:22,25574,"Ms. Nathalie Sinclair-Desgagné (Terrebonne, BQ): (1115)[Translation]Mr. Speaker, I would like to point out that, after the response by my colleague from Thérèse-De Blainville and before leaving the room, my colleague from Bellechasse-Les Etchemins-Lévis mentioned a lack of courage. I find that offensive and I would like her to withdraw that remark.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:19:34,25574,The Deputy Speaker: (1115)[Translation]I did not hear that. We will continue.The hon. member for Rosemont-La Petite-Patrie.,,,,,,,,,,,
Hansard - 339,Alexandre,Boulerice,Rosemont-La Petite-Patrie,NDP,QC,2024-09-19,11:19:46,25574,"Mr. Alexandre Boulerice (Rosemont-La Petite-Patrie, NDP): (1115)[Translation]Mr. Speaker, I certainly hope those remarks were not made by Conservative members. That would be extremely unfortunate. The point of order is a very good one.The question I started to ask concerned housing co-ops-",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:19:59,25574,The Deputy Speaker: (1115)[Translation]The hon. member for Terrebonne is rising again.,,,,,,,,,,,
Hansard - 339,Nathalie,Sinclair-Desgagné,Terrebonne,BQ,QC,2024-09-19,11:20:01,25574,"Ms. Nathalie Sinclair-Desgagné: (1120)[Translation]Mr. Speaker, other people in the room probably heard the remark. If I heard it, others would have, too. I would like the member to withdraw her remark.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:20:09,25574,The Deputy Speaker: (1120)[Translation]The hon. member for Bellechasse-Les Etchemins-Lévis.,,,,,,,,,,,
Hansard - 339,Dominique,Vien,Bellechasse-Les Etchemins-Lévis,CPC,QC,2024-09-19,11:20:11,25575,"Mrs. Dominique Vien (Bellechasse-Les Etchemins-Lévis, CPC): (1120)[Translation]Mr. Speaker, I have known the member for Thérèse-De Blainville for a long time. I know she has ideas. I am extremely surprised that she did not answer, other than to say that it was an excellent question.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:20:25,25575,The Deputy Speaker: (1120)[Translation]I did not ask for an apology. I will listen carefully to what was said in the House.The hon. member for Drummond.,,,,,,,,,,,
Hansard - 339,Martin,Champoux,Drummond,BQ,QC,2024-09-19,11:20:33,25575,"Mr. Martin Champoux (Drummond, BQ): (1120)[Translation]Mr. Speaker, I rise on this point of order.First, the question from the member for Bellechasse-Les Etchemins-Lévis was completely off topic. Her question was not relevant at all. Second, I can confirm that we clearly heard the comments made following the member for Thérèse-De Blainville's response, or lack thereof.This is also a matter of honour in the House. If the member has any honour at all, she will apologize and withdraw the remarks she made about my colleague.",,,,,,,,,,,
Hansard - 339,Todd,Doherty,Cariboo-Prince George,CPC,BC,2024-09-19,11:21:02,25575,"Mr. Todd Doherty: (1120)[English] Mr. Speaker, as to this point of order, we are all honourable people in this House. How dare our colleague from the Bloc challenge the honour of our colleague here.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:21:14,25575,"The Deputy Speaker: (1120)[Translation]I will look into this and come back to the House with an answer. For now, I would like the hon. member to ask his question.The hon. member for Rosemont-La Petite-Patrie.",,,,,,,,,,,
Hansard - 339,Alexandre,Boulerice,Rosemont-La Petite-Patrie,NDP,QC,2024-09-19,11:21:25,25575,"Mr. Alexandre Boulerice (Rosemont-La Petite-Patrie, NDP): (1120)[Translation]Mr. Speaker, I am sorry to see the Conservatives using the same old name-calling and personal attacks. It is reprehensible. Let us come back to the issue of co-op housing. The national housing strategy that was launched in 2017 made no mention of co-op housing. The Liberal government woke up at the last minute last spring and mentioned co-op housing in the budget.I would like my colleague to comment on that. ",,,,,,,,,,,
Hansard - 339,Louise,Chabot,Thérèse-De Blainville,BQ,QC,2024-09-19,11:21:54,25575,"Ms. Louise Chabot: (1120)[Translation]Mr. Speaker, my colleague asked a very important question. Co-op housing has never been a priority for the government. It has been a long time since a Liberal or Conservative government has invested in housing. Now the government suddenly wakes up, probably because stakeholders have spoken. Think of the recommendations that were made during my Bloc Québécois colleague's tour, the experts who testified or the federal housing advocate who had some strong words to say about this. At the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, the Bloc Québécois is lobbying to bring the issue of co-op housing to the fore.",,,,,,,,,,,
Hansard - 339,Xavier,Barsalou-Duval,Pierre-Boucher-Les Patriotes-Verchères,BQ,QC,2024-09-19,11:22:43,25575,"Mr. Xavier Barsalou-Duval (Pierre-Boucher-Les Patriotes-Verchères, BQ): (1120)[Translation]Mr. Speaker, I am pleased that we are taking up this report on the housing crisis by the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities. We have not really talked about this yet. Yes, Parliament is only just back in session, but we have not yet talked about it, despite it being such a major issue. Everyone is affected by this situation and people everywhere are talking to us about it. They are talking to us about it a lot, in fact, in LaSalle-Émard-Verdun, where the Bloc Québécois won the by-election not too long ago. I would like to begin my remarks with an anecdote about my riding and local initiatives. There are often housing developers who say they would like to receive support from Ottawa, such as subsidies in connection with programs in place to promote housing construction, and even social housing.There was a social housing project in the city of Contrecoeur. The idea was to build or buy back homes. I think it was about 30 homes. An administrative problem arose, however, with the Canada Mortgage and Housing Corporation, or CMHC. All the towns in the regional county municipality, or RCM, were deemed to belong to the Montreal metropolitan area, and were thus entitled to the same subsidy level as that of the other towns in the Montreal metropolitan area. For those who do not know, Contrecoeur is not very far from Montreal. Contrecoeur was placed in a separate category. It was the exception that was not entitled to the same level of subsidies, which made the project totally unsustainable. Contrecoeur was considered a rural community like anywhere else in Quebec. People need to understand that the price of housing in Contrecoeur is not the same as in many other remote regions. The city of Contrecoeur wrote to the CMHC and was essentially told that the criteria were the criteria, and that they should deal with it. Municipal officials reached out to me, and I went to see the Minister of Housing, Infrastructure and Communities to tell him it was ridiculous and that Contrecoeur had been wrongly categorized. I told him that Contrecoeur met all of the same criteria as the other towns in its RCM, and asked him to do something about it. The Minister of Housing, Infrastructure and Communities, who is sitting on the other side of the House, is supposed to defend housing and support construction. His response was a carbon copy of the CMCH's letter. That says a lot about the government's real vision and real desire to solve housing problems. It would have many opportunities to take concrete action that would result in projects getting off the ground, but it lacks the will to do so. I have another example that proves the same point. Not too long ago, the federal government announced funding for housing. We thought there would be money for housing across the country. We were thrilled. We wondered when Quebec would get its share. However, the federal government sent no money to Quebec. No, it fought for over a year with the Quebec government because it wanted to set its own conditions and procedures for our province. Finally, the federal government was more interested in encroaching on Quebec's areas of jurisdiction than in its priority, which should have been building housing units quickly. Why did the government hold back the money for more than a year in an emergency situation, during a housing crisis, when we needed it? Because the federal government's priority is to stick its nose where it does not belong. Here is another example. My colleague from Longueuil-Saint-Hubert toured every region of Quebec to learn about the housing problem on the ground. Two problems emerged, and he was told pretty much the same thing in every region.The first problem that came to light was the federal criteria. The federal government believes that housing that costs $2,000 a month is inexpensive. However, in Quebec, housing that costs $2,000 a month is quite expensive. There is a disconnect between the federal vision of reality in Vancouver, for example, and its vision of reality elsewhere, like in Quebec. It seems as though the federal government cannot comprehend that it is not the same everywhere, that we cannot apply the same model from one coast to the other, and that there is something unique to Quebec that must be respected. The second problem raised was that there has not been any money for housing for 30 years. There is not enough money for housing. It is chronically underfunded. In that context, it is clear that there is a housing crisis. Even if the government were to invest money today, there is so much catching up to do that it would take a lot more money than has been put on the table to be able to solve the problem.Obviously, there is another problem underlying the housing crisis. When we talk about it, there are consequences to it. The National Bank has talked about it. I quote the National Bank because we are not allowed to say that. If the Bloc Québécois says that there are too many newcomers, we are automatically labelled as racists. English Canada, however, ended up saying the same thing, that the numbers were too high.(1125)There is a record number of foreign students. There is record number of asylum seekers. There is a record number of temporary foreign workers because of the labour shortage. All of this puts more pressure on housing. These record numbers mean that all these people coming in from elsewhere need to be housed somewhere. When Quebec said that it was too much and that solutions were needed, it was automatically considered a racist province that did not care. When the other provinces made a point of saying that there was a problem, suddenly they were heard. Suddenly, there was a problem to address.What I find odd is that the other provinces that are saying there is a problem do not want to help solve it. That is at least true of the Conservatives. It seems as though some Conservative premiers are willing to acknowledge there is a problem, for example, the fact that Quebec is receiving half the asylum seekers when it represents about 20% of the Canadian population. That is having a disproportionate effect on services in Quebec compared to the rest of Canada. Why are the other provinces refusing to co-operate? That is odd, because the Conservatives are the ones who moved the motion to adopt the report we are debating today. However, the Conservative premiers are refusing to help with asylum seekers. There is a bit of a disconnect there.I will take this a step further. When we talk about housing, we talk about the construction of housing. That means that investments need to be made in the construction of housing. That requires infrastructure. I will give two or three fairly recent examples.Let us talk about the Canada-Quebec infrastructure program agreement, a bilateral agreement. It is like a treaty, when two countries-or, in this case, a country and a future country-sit down together. Canada says that it will transfer money because Quebec is still paying taxes to Ottawa and that Quebec will be entitled to a funding envelope for infrastructure. The problem is that Ottawa unilaterally decided to hold back $350 million, just like that. Ottawa decided to use that money elsewhere. Unbelievable. Cities in Quebec protested. The Government of Quebec said it was ridiculous. Ottawa told them they could protest as much as they wanted, but Canada intended to keep the money for itself, even though the money it decided to hold back was Quebec's share. We should also talk about the community assistance fund known as the TECQ program, or the gas tax and Quebec's contribution. The 2024 28 version provides 30% less funding for cities than the 2019 24 version. If cities have 30% less funding specifically for their infrastructure-because this program funds water infrastructure-adding new housing is complicated, since people need water. Unfortunately, cities have lost 30% of their budgets.Cities have another problem too. Not long ago, I was talking to members of the Union des municipalités du Québec. They told me that the federal government had announced $6 billion in new funding for housing infrastructure. Everyone was happy. Members of the Union thought they would get a little more money for housing infrastructure. In Quebec, it is quite a bit less than that, between $1.4 billion and $2 billion. While it may not be a game changer, it will help.However, when it comes to the conditions, Ottawa will now decide on the urban planning rules in exchange for this money. Ottawa will give money, but it will also come and manage the cities on their behalf. It boggles the mind. Cities have their own elected officials. The people of Quebec have elected their local representatives. Ottawa is saying that these people do not know how to manage things and that it will decide for them. What is even more peculiar is that this is exactly the same Conservative policy that the Liberals put in their last budget. How, then, do we deal with this?First, we have to start by listening to the people on the ground who are talking about solutions, like the ones suggested by the City of ContrecSur, like the ones suggested by the people who spoke to Denis Trudel during his housing tour. It is important to listen to people and stop thinking that Ottawa always has all the solutions, when, in the end, it is often Ottawa that causes the problem in the first place.",,,,,,,,,,,
Hansard - 339,Chris,d'Entremont,West Nova,CPC,NS,2024-09-19,11:32:08,25577,The Deputy Speaker: (1130)[Translation]I think the hon. member was referring to the hon. member for Longueuil-Saint-Hubert.The hon. parliamentary secretary.,,,,,,,,,,,
Hansard - 339,Kevin,Lamoureux,Winnipeg North,Lib.,MB,2024-09-19,11:32:21,25577,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.): (1130)[English] Mr. Speaker, a big part of it is attitude. I have had a couple of discussions about the transitional fund and the accelerator fund. I met with the mayor of Winnipeg, and I do not see it as a territorial issue. What I see is governments working together for the betterment of the communities, which is something we should be promoting. This way there is more success, and the biggest beneficiaries are the people we collectively represent.Would the member not agree that it is much more preferable to have governments working together? That does not mean the federal government just giving cash blindly; it means governments working together.",,,,,,,,,,,
Hansard - 339,Xavier,Barsalou-Duval,Pierre-Boucher-Les Patriotes-Verchères,BQ,QC,2024-09-19,11:33:15,25577,"Mr. Xavier Barsalou-Duval: (1130)[Translation]Mr. Speaker, what I find interesting about my colleague's question is that it has nothing to do with cities in Quebec. Cities in Quebec would totally disagree. In fact, representatives from Quebec cities told me that they are already working with the federal government. Money is already being directed into housing-related infrastructure through the TECQ program, and that money comes from the gas tax and Quebec's contribution. The money is actually being used for water infrastructure.Why not just take that $6 billion and send it to the TECQ program?The problem would be solved. However, that is not what is happening. Instead, Ottawa has to invent new programs and new criteria and stick its nose into other jurisdictions.",,,,,,,,,,,
Hansard - 339,Todd,Doherty,Cariboo-Prince George,CPC,BC,2024-09-19,11:33:56,25577,"Mr. Todd Doherty (Cariboo-Prince George, CPC): (1130)[English]Mr. Speaker, I listened intently to the hon. member's speech. There were a number of things that resonated with me, but a key one he mentioned was that we need to listen to the people on the ground. We need to listen to the people in our communities. I know that my community, my region of Cariboo-Prince George, has unprecedented levels of homelessness that it did not have nine years ago. I know that our colleague is probably experiencing the same in his neck of the woods.If we are to truly listen to the people who elected us to be here, will the member and his colleagues vote with our Conservative caucus next week in the confidence vote and let Canadians choose in a carbon tax election?",,,,,,,,,,,
Hansard - 339,Xavier,Barsalou-Duval,Pierre-Boucher-Les Patriotes-Verchères,BQ,QC,2024-09-19,11:34:59,25577,"Mr. Xavier Barsalou-Duval: (1130)[Translation]Mr. Speaker, my colleague's question is extremely interesting. It brings the Conservatives' hypocrisy to light. In fact, my colleague's question is not about the motion or the report on the housing crisis we are discussing today, despite the fact that the Conservatives are the ones who started the debate. If they really wanted to resolve the housing problem, I think they would ask questions about housing. That is not what they are doing. Instead, they are asking whether we will vote with them or against them in a non-confidence vote to bring down the government. I find that interesting because it gives us a glimpse into their priorities. Do they really want to resolve the housing crisis, or do they want their leader to sit across the aisle in the Prime Minister's seat? Let me explain something. We in the Bloc Québécois are not Conservatives, and we are not Liberals, so we are not obliged to vote for one or the other. What we decide, who we decide to vote for and why we decide to vote is based on what is good for Quebec and what will improve living conditions for Quebeckers.",,,,,,,,,,,
Hansard - 339,Alexandre,Boulerice,Rosemont-La Petite-Patrie,NDP,QC,2024-09-19,11:36:06,25577,"Mr. Alexandre Boulerice (Rosemont-La Petite-Patrie, NDP): (1135)[Translation]Mr. Speaker, there is something that bothers me in the debate on housing and that I have heard too often; that is, for the Bloc Québécois, it is always the federal government's fault and, for the Liberals, it is always the Quebec government's fault. We lost three years in the federal-provincial agreement, and Canadians with inadequate housing or no housing at all are paying for it. I do not want to play the game, which the leader of the Conservative Party is also playing by attacking the mayors of Montreal and Quebec City. Can we please stop pointing fingers and looking for someone to blame? Can we work together to build housing Canadians can afford?",,,,,,,,,,,
Hansard - 339,Xavier,Barsalou-Duval,Pierre-Boucher-Les Patriotes-Verchères,BQ,QC,2024-09-19,11:36:43,25577,"Mr. Xavier Barsalou-Duval: (1135)[Translation]Mr. Speaker, I would like to applaud the statement made by my colleague from Rosemont-La Petite-Patrie. I totally agree with him. That is similar to the solution the Bloc Québécois is promoting. Oftentimes, there are already agreements and arrangements, whether we are talking about the TECQ, the gas tax and Quebec's contribution program, or infrastructure agreements. Why can they not just extend the existing agreements, send the money and avoid the endless red tape instead of fighting over jurisdictions, like the federal government always does, sticking its nose where it does not belong?",,,,,,,,,,,
